in-card__title,nd-figure__content,in-realEstateListCard__priceOnTop,nd-list
"Appartamento all'asta, Milano",,"da € 40.500,00",209/11/202343m²1
"Bilocale corso Sempione 95, Sempione, Milano",,€ 450.000,278m²22 - 3
"Bilocale corso Sempione 95, Sempione, Milano",,€ 450.000,278m²22 - 3
"Trilocale via Pisanello, Gambara, Milano",,€ 535.000,390m²24
"Appartamento all'asta, Milano",,"da € 107.250,00",210/11/202355m²1
"Appartamento all'asta, Milano",,"da € 122.880,00",207/11/202390m²T
"Appartamento all'asta, Milano",,"da € 138.750,00",419/10/2023107m²1
"Appartamento all'asta, Milano",,"da € 213.750,00",507/11/2023125m²1
"Appartamento all'asta, Milano",,"da € 94.500,00",310/10/202350m²2
"Villetta a schiera all'asta, Milano",,"da € 252.750,00",403/10/2023112m²
"Appartamento all'asta, Milano",,"da € 87.750,00",210/10/202351m²2
"Appartamento all'asta, Milano",,"da € 331.000,00",330/09/202376m²2
"Appartamento all'asta, Milano",,"da € 38.728,13",127/09/202351m²1
"Appartamento all'asta, Milano",,"da € 98.250,00",307/11/202357m²4
"Appartamento all'asta, Milano",,"da € 42.000,00",212/12/202340m²R
"Appartamento all'asta, Milano",,"da € 51.000,00",209/11/202351m²1
"Appartamento all'asta, Milano",,"da € 81.000,00",220/10/202350m²2
"Quadrilocale via Ripamonti, 227, Vigentino - Fatima, Milano",,€ 96.750,460m²18
"Bilocale via San Dionigi, 4, Corvetto, Milano",,€ 46.500,233m²11
"Quadrilocale piazzale Selinunte, 3, San Siro, Milano",,€ 51.000,451m²11
"Bilocale via Luigi Torelli, 5, Farini, Milano",,€ 81.000,250m²12
"Masseria via campazzino, Chiesa Rossa, Milano",,€ 2.700.000,800m²
"Appartamento all'asta, Milano",,"da € 60.750,00",420/10/202352m²T
"Palazzo - stabile all'asta, Milano",,"da € 135.000,00",5+10/10/2023315m²
"Appartamento da ristrutturare, primo piano, Bande Nere, Milano",,€ 530.000,5105m²21
"Bilocale piazzale Libia, Cadore, Milano",,€ 340.000,250m²11
"Bilocale ottimo stato, Città Studi, Milano",,€ 650.000,290m²24
"Albergo 5 piani, ottimo stato, Buenos Aires, Milano",,Prezzo su richiesta,990m²T
"Quadrilocale piazza Giustino Fortunato, Bruzzano, Milano",,€ 420.000,4120m²22
"Trilocale via Giuseppe Sapeto, Corso Genova, Milano",,€ 599.000,378m²1R
"Trilocale via Angelo Inganni 52, Primaticcio, Milano",,€ 325.000,376m²11
"Bilocale appartamento via Sile 5, Corvetto, Milano",,€ 188.000,245m²17
"Bilocale via Moltrasio 8, Baggio, Milano",,€ 139.000,256m²11
"Bilocale via Monfalcone 36, Cimiano, Milano",,€ 225.000,247m²1R
"Bilocale via Donato Bramante 20, Paolo Sarpi, Milano",,€ 310.000,245m²11
"Trilocale via dei Larici 24, Quartiere Olmi, Milano",,€ 189.000,388m²12
"Trilocale via Trenno 25, Gallaratese, Milano",,€ 580.000,3118m²13
"Trilocale via Privata Gianicolo 6, San Siro, Milano",,€ 395.000,385m²25
"Appartamento in villa via Bernardino Verro 43, Ripamonti, Milano",,€ 341.000,265m²1
"Trilocale via Carlo Innocenzo Frugoni 16, Niguarda, Milano",,€ 315.000,380m²13
"Bilocale piazza Emilia 1, Indipendenza, Milano",,€ 475.000,275m²13
"Bilocale viale Lucania 33, Corvetto, Milano",,€ 235.000,265m²15
"Trilocale via San Bernardo 13, Quintosole - Chiaravalle, Milano",,€ 420.000,3125m²21
"Bilocale via Cenisio 77, Cenisio, Milano",,€ 335.000,264m²1T
"Trilocale via del Ricordo 2, Ponte Nuovo, Milano",,€ 285.000,391m²12
"Bilocale corso Buenos Aires, Buenos Aires, Milano",,€ 550.000,255m²11
"Appartamento in villa via Bernardino Verro 43, Ripamonti, Milano",,€ 341.000,265m²1
"Bilocale viale Carlo Troya 6, Piazza Napoli, Milano",,€ 350.000,265m²13
"Bilocale via Monti Sabini, Vigentino - Fatima, Milano",,€ 300.000,275m²12
"Appartamento all'asta via Teano 2/4, Milano",,"da € 69.750,00",201/12/202357m²1
"Trilocale via del Ricordo 2, Ponte Nuovo, Milano",,€ 265.000,391m²14
"Appartamento all'asta via Giacinto Gigante 5, Milano",,"da € 90.000,00",216/11/202355m²2
"Trilocale via Felice Bellotti 4, Piave - Tricolore, Milano",,€ 620.000,390m²15
"Bilocale viale Stelvio 41, Farini, Milano",,€ 298.000,265m²11
"Bilocale via Fanfulla da Lodi 15, Parco Trotter, Milano",,€ 259.000,280m²1R
"Bilocale via Tito Vignoli 36, Giambellino, Milano",,€ 285.000,262m²15
"Bilocale viale Certosa 3, Portello - Parco Vittoria, Milano",,€ 360.000,268m²12
"Quadrilocale via Jacopino da Tradate 13, Certosa, Milano",,€ 290.000,4102m²14
"Quadrilocale via Ernesto Teodoro Moneta 43, Affori, Milano",,€ 382.000,4155m²21
"Trilocale viale Monza 40, Pasteur, Milano",,€ 289.000,380m²11
"Appartamento all'asta viale ungheria , 5, Milano",,"da € 112.500,00",579m²2
"Quadrilocale piazza Diocleziano 6, Cenisio, Milano",,€ 798.000,4129m²2
"Bilocale viale Col di Lana 6/a, Corso San Gottardo, Milano",,€ 370.000,250m²14
"Bilocale via Degli Astri 22, Primaticcio, Milano",,€ 240.000,265m²13
"Bilocale via magellano 7, Dergano, Milano",,€ 219.000,250m²1R
"Trilocale via Piero Bottoni 9, Vigentino - Fatima, Milano",,€ 325.000,383m²13
"Bilocale via Modica, Barona, Milano",,€ 130.000,240m²15
"Quadrilocale piazzale Udine, Udine, Milano",,€ 575.000,4123m²2
"Monolocale via Michelangelo Buonarroti 4, Vercelli - Wagner, Milano",,€ 270.000,136m²1T
"Trilocale piazzale Loreto, Città Studi, Milano",,€ 469.000,385m²14
"Bilocale via Francesco Martinengo, Bologna - Sulmona, Milano",,€ 225.000,266m²15
"Bilocale largo Promessi Sposi 10, Cantalupa - San Paolo, Milano",,€ 190.000,250m²1T
"Quadrilocale via Teodosio 102, Casoretto, Milano",,€ 578.000,4120m²23
"Trilocale via Soperga 54, Pasteur, Milano",,€ 465.000,3107m²11
"Trilocale viale Fulvio Testi 3, Istria, Milano",,€ 465.000,392m²1
"Trilocale via Gaspare Spontini 6, Buenos Aires, Milano",,€ 580.000,390m²13
"Trilocale via Racconigi 19, Prato Centenaro, Milano",,€ 235.000,365m²12
"Bilocale via del Fusaro 3, Washington, Milano",,€ 455.000,266m²14
"Monolocale viale Monza 10, Pasteur, Milano",,€ 219.000,160m²1S
"Trilocale via Luigi Chiarelli 16, Gallaratese, Milano",,€ 245.000,399m²12
"Quadrilocale via Montalbino, Istria, Milano",,€ 890.000,4110m²27
"Attico via Angelo Fava, Maggiolina, Milano",,€ 710.000,3118m²24
"Quadrilocale via Mac Mahon 43, Cenisio, Milano",,€ 775.000,4140m²13
"Bilocale via Console Marcello 1, Certosa, Milano",,€ 249.000,252m²1R
"Trilocale via Tarvisio 6, Maggiolina, Milano",,€ 860.000,3106m²210
"Bilocale via Niccolò Copernico 51, Centrale, Milano",,€ 359.000,260m²13
"Appartamento via Francesco De Lemene, Portello - Parco Vittoria, Milano",,€ 585.000,5175m²2
"Trilocale via Francesco Arese 10, Zara, Milano",,€ 950.000,3138m²25
"Bilocale via Niccolò Copernico 51, Centrale, Milano",,€ 349.000,262m²13
"Bilocale via Niccolò Copernico 51, Centrale, Milano",,€ 359.000,260m²13
"Bilocale via Aleardo Aleardi 10, Paolo Sarpi, Milano",,€ 495.000,263m²12
"Bilocale via Giuseppe Di Vittorio 8, Quinto Romano, Milano",,€ 169.000,262m²1R
"Monolocale via Col del Rosso, Corso San Gottardo, Milano",,€ 325.000,150m²1T
"Attico via Angelo Fava, Maggiolina, Milano",,€ 525.000,284m²14
"Bilocale via San Damiano 4, Palestro, Milano",,€ 950.000,2121m²2T
"Quadrilocale via Eugenio Carpi 30, Casoretto, Milano",,€ 499.000,4145m²24
"Quadrilocale viale Tunisia 34, Repubblica, Milano",,€ 1.500.000,4186m²35
"Appartamento all'asta via del Cardellino 55, Milano",,"da € 152.000,00",208/11/202376m²R
"Bilocale via Desenzano 7, Gambara, Milano",,€ 310.000,272m²11
"Trilocale via Rosso di San Secondo 7, Ortica, Milano",,€ 370.000,3101m²22
"Trilocale via Asiago 68, Gorla, Milano",,€ 430.000,3109m²23
"Trilocale via Paolo Uccello 2, Monte Rosa - Lotto, Milano",,€ 890.000,3110m²25
"Bilocale via Enrico Caviglia 3, Bologna - Sulmona, Milano",,€ 235.000,255m²12
"Trilocale piazza Bruno Buozzi, Porta Romana - Medaglie d'Oro, Milano",,€ 840.000,3126m²12
"Bilocale viale Ungheria 48, Viale Ungheria - Mecenate, Milano",,€ 195.000,260m²13
"Attico via Angelo Fava, Maggiolina, Milano",,€ 1.180.000,178m²34
"Trilocale via via Pestalozzi 10, Barona, Milano",,€ 520.000,3110m²2T
"Trilocale via Carnia 29, Udine, Milano",,€ 495.000,3131m²17
"Trilocale viale delle Rimembranze di Lambrate, 18, 20134 Milano Italia, Lambrate, Milano",,€ 307.000,365m²1R
"Bilocale via Antonio Meucci 61, Ponte Nuovo, Milano",,€ 220.000,243m²11
"Bilocale via del Bollo, Duomo, Milano",,€ 690.000,260m²13
"Appartamento all'asta via Giacinto Gigante 5, Milano",,"da € 90.000,00",216/11/202360m²2
"Attico via Nicola Piccinni 5, Buenos Aires, Milano",,€ 975.000,3135m²26
"Trilocale viale Monza 38, Pasteur, Milano",,€ 440.000,3101m²14
"Bilocale via Giovanni Pastorelli 4, Navigli - Darsena, Milano",,€ 550.000,2110m²1T
"Trilocale via Felice Poggi 1, Città Studi, Milano",,€ 525.000,386m²15
"Appartamento all'asta viale Ungheria 11, Milano",,"da € 112.500,00",208/11/202379m²
"Appartamento all'asta via Tracia 2, Milano",,"da € 79.500,00",326/10/202381m²2
"Bilocale ottimo stato, terzo piano, Centrale, Milano",,€ 359.000,260m²13
"Bilocale via Luigi Ornato 82, Niguarda, Milano",,€ 210.000,258m²1T
"Quadrilocale via Eleuterio Pagliano 35, Monte Rosa - Lotto, Milano",,€ 825.000,4146m²3R
"Open space via Caduti di Marcinelle 11, Rubattino, Milano",,€ 620.000,140m²15
"Attico via Costantino Baroni 182, Gratosoglio, Milano",,€ 295.000,4100m²29
"Quadrilocale via Gavirate 23, San Siro, Milano",,€ 750.000,4150m²21
"Trilocale via Principe Eugenio 22, Cenisio, Milano",,€ 529.000,395m²11
"Bilocale via Gian Carlo Castelbarco 9, Bocconi, Milano",,€ 309.000,245m²1R
"Appartamento all'asta via Giacinto Gigante 5, Milano",,"da € 90.000,00",259m²
"Quadrilocale viale Piave 12, Piave - Tricolore, Milano",,€ 1.500.000,4195m²3
"Trilocale via Piero Della Francesca , 13, Sempione, Milano",,€ 465.000,365m²12
"Appartamento via Bergognone, Solari, Milano",,€ 1.260.000,5165m²33
"Trilocale via Pisanello 4, Gambara, Milano",,€ 535.000,390m²23
"Trilocale via Cardinale Branda Castiglioni 1, Bovisa, Milano",,€ 380.000,399m²11
"Quadrilocale via MATTEO BANDELLO, San Vittore, Milano",,€ 1.600.000,4133m²22
"Trilocale via Savona, Solari, Milano",,€ 680.000,380m²16
"Bilocale via Generale Gustavo Fara 30, Centrale, Milano",,€ 370.000,250m²14
"Bilocale via Carlo Antonio Carlone 8, Bande Nere, Milano",,€ 249.000,260m²13
"Quadrilocale via Giovanni Pezzotti 19, Pezzotti - Meda, Milano",,€ 550.000,4107m²11
"Bilocale via Walter Tobagi 17, Tre Castelli - Faenza, Milano",,€ 289.000,280m²13
"Open space via Bonaventura Zumbini, Famagosta, Milano",,€ 329.000,175m²11
"Quadrilocale piazzale Tripoli, Tripoli - Soderini, Milano",,€ 790.000,4165m²24
"Trilocale buono stato, primo piano, Morgagni, Milano",,€ 549.000,3104m²11
"Trilocale via Enrico Cosenz, Bovisa, Milano",,€ 348.000,372m²21
"Monolocale via Ottavio Rinuccini 5, Rovereto, Milano",,€ 138.000,128m²14
"Bilocale via Luigi Settembrini, Buenos Aires, Milano",,€ 410.000,260m²1R
"Monolocale via Ludovico Lazzaro Zamenhof, Corso San Gottardo, Milano",,€ 300.000,140m²1R
"Trilocale via Plinio 7/a, Buenos Aires, Milano",,€ 1.000.000,3100m²2R
"Mansarda corso Magenta 1, Cadorna - Castello, Milano",,€ 559.000,257m²15
"Appartamento all'asta via Marochetti 3, Milano",,"da € 108.750,00",264m²5
"Trilocale via san giuseppe cottolengo, 5, Tre Castelli - Faenza, Milano",,€ 430.000,3120m²26
"Bilocale via Ludovico Lazzaro Zamenhof, Corso San Gottardo, Milano",,€ 360.000,245m²1R
"Bilocale via Archimede 12, Piave - Tricolore, Milano",,€ 580.000,255m²12
"Bilocale via Luigi Vanvitelli 42, Città Studi, Milano",,€ 280.000,291m²2T
"Trilocale via Volvinio 22, Cermenate - Abbiategrasso, Milano",,€ 329.000,385m²1T
"Trilocale via Costantino Baroni, Gratosoglio, Milano",,€ 260.000,385m²19
"Trilocale via ripamonti, Vigentino - Fatima, Milano",,€ 438.000,3124m²14
"Bilocale via de Sanctis, Cermenate - Abbiategrasso, Milano",,€ 340.000,273m²12
"Bilocale via Atene 7, Cimiano, Milano",,€ 215.000,260m²12
"Trilocale via Luigi Varanini 29, Pasteur, Milano",,€ 420.000,395m²13
"Bilocale via Salomone 85, Viale Ungheria - Mecenate, Milano",,€ 195.000,260m²11
"Bilocale via Savona, Solari, Milano",,€ 400.000,242m²16
"Bilocale via Giuseppe Guerzoni 37, Dergano, Milano",,€ 265.000,265m²13
"Trilocale via Ludovico Lazzaro Zamenhof, Corso San Gottardo, Milano",,€ 520.000,370m²1R
"Bilocale via Pantano, Missori, Milano",,€ 585.000,270m²15
"Appartamento all'asta viale Ungheria 11, Milano",,"da € 112.500,00",308/11/202379m²
"Appartamento via San Marco, Turati, Milano",,Prezzo su richiesta,5190m²22
"Appartamento viale Stelvio 58, Farini, Milano",,€ 580.000,5138m²16
"Monolocale via Padova 138, Cimiano, Milano",,€ 120.000,128m²1T
"Bilocale via Fratelli Grimm, Bicocca, Milano",,€ 249.000,250m²13
"Monolocale via Federico Faruffini 28, De Angeli, Milano",,€ 260.000,142m²1R
"Trilocale via Monte Rosa, Monte Rosa - Lotto, Milano",,€ 890.000,3120m²31
"Quadrilocale via Sapri 35, Cascina Merlata - Musocco, Milano",,€ 529.000,4165m²23
"Bilocale via Bernardino Zendrini 20, Primaticcio, Milano",,€ 240.000,257m²13
"Quadrilocale piazzale Segrino, Isola, Milano",,€ 1.150.000,4180m²34
"Bilocale via Eraclito 3, Villa San Giovanni, Milano",,€ 275.000,265m²13
"Trilocale via Mario Borsa, Gallaratese, Milano",,€ 215.000,388m²111
"Trilocale via Francesco Cavezzali 6, Cimiano, Milano",,€ 290.000,375m²23
"Quadrilocale ottimo stato, sesto piano, Dergano, Milano",,€ 650.000,4120m²26
"Bilocale via Fratelli Bressan 40, Precotto, Milano",,€ 285.000,255m²11
"Bilocale via Giuseppe Pellizza da Volpedo 26, Monte Rosa - Lotto, Milano",,€ 340.000,250m²1T
"Mansarda ottimo stato, 70 m², City Life, Milano",,€ 620.000,270m²14
"Monolocale via Vignati, 18, Affori, Milano",,€ 164.000,140m²12
"Bilocale via Cicco Simonetta 11, Corso Genova, Milano",,€ 238.000,246m²1S
"Quadrilocale via Principe Eugenio 48, Cenisio, Milano",,€ 1.050.000,4160m²31
"Trilocale via Pallanza, Maggiolina, Milano",,€ 375.000,375m²11
"Bilocale via delle Primule 9, Lorenteggio, Milano",,€ 210.000,240m²1S
"Trilocale via Pisanello 4, Gambara, Milano",,€ 535.000,390m²24
"Bilocale via Sebenico, 28, Isola, Milano",,€ 395.000,245m²13
"Quadrilocale buono stato, quinto piano, Milano",,€ 570.000,4141m²25
"Trilocale viale Piave, Piave - Tricolore, Milano",,€ 820.000,395m²12
"Trilocale piazza Tricolore, Piave - Tricolore, Milano",,€ 820.000,395m²12
"Bilocale via Vignati, 18, Affori, Milano",,€ 164.000,240m²12
"Bilocale via Giuseppe Parini 3, Porta Nuova, Milano",,€ 650.000,255m²11
"Bilocale via Salvatore Pianell 54, Prato Centenaro, Milano",,€ 258.000,257m²1R
"Bilocale via Padova 26, Pasteur, Milano",,€ 270.000,250m²12
"Trilocale viale Sarca 322, Bignami - Ponale, Milano",,€ 419.000,380m²15
"Quadrilocale via Bartolomeo d'Alviano 67, Bande Nere, Milano",,€ 635.000,4150m²21
"Monolocale corso Buenos Aires 52, Buenos Aires, Milano",,€ 190.000,131m²14
"Bilocale via Conte Rosso 18, Lambrate, Milano",,€ 230.000,250m²1T
"Bilocale adiacenze piazzale Nigra, Farini, Milano",,€ 240.000,260m²11
"Mansarda via Melzo, Porta Venezia, Milano",,€ 835.000,290m²1
"Trilocale via Aldo Lusardi, Ticinese, Milano",,€ 650.000,388m²11
"Mansarda via Melzo, Porta Venezia, Milano",,€ 835.000,390m²1
"Quadrilocale piazzale Libia, Cadore, Milano",,€ 980.000,4160m²22
"Bilocale via Castel Morrone, Indipendenza, Milano",,€ 398.000,2168m²1S
"Appartamento all'asta viale Certosa , 292, Milano",,"da € 122.880,00",207/11/202379m²T
"Bilocale via Tommaso Gulli 36, Piazzale Siena, Milano",,€ 235.000,250m²T
"Bilocale buono stato, terzo piano, Certosa, Milano",,€ 180.000,257m²13
"Quadrilocale via Agostino Depretis 42A, Cantalupa - San Paolo, Milano",,€ 395.000,4119m²28
"Trilocale via corso San Gottardo, Ascanio Sforza, Milano",,€ 430.000,364m²2
"Appartamento all'asta viale Ungheria, 11, Milano",,"da € 112.500,00",308/11/202379m²2
"Palazzo - Edificio via Mario Pagano, Pagano, Milano",,Prezzo su richiesta,700m²R
"Quadrilocale via Antonio Mosca 136, Muggiano, Milano",,€ 380.000,4180m²35
"Trilocale via Pavia, Ascanio Sforza, Milano",,€ 430.000,364m²2
"Trilocale via Trieste 15, Washington, Milano",,€ 520.000,3110m²11
"Monolocale piazza Insubria 8, Martini - Insubria, Milano",,€ 139.000,130m²16
"Appartamento all'asta via San Dionigi 4, Milano",,"da € 46.500,00",233m²T
"Villa unifamiliare via Francesco Bartolozzi 25, Porta Vittoria, Milano",,€ 1.350.000,4195m²2
"Quadrilocale via Giuseppe Meda, Ascanio Sforza, Milano",,€ 460.000,4143m²21
"Appartamento all'asta viale Ungheria, Milano",,"da € 112.500,00",379m²1
"Trilocale via Galeazzo Alessi, Corso Genova, Milano",,€ 850.000,3120m²13
"Appartamento via Paolo Andreani, Guastalla, Milano",,Prezzo su richiesta,5+320m²4
"Monolocale via Casale 7, Navigli - Darsena, Milano",,€ 219.000,130m²1T
"Trilocale ottimo stato, Washington, Milano",,€ 550.000,390m²1
"Appartamento all'asta viale Certosa   292, Milano",,"da € 122.880,00",279m²T
"Bilocale corso Garibaldi, 127, Moscova, Milano",,€ 445.000,250m²1
"Appartamento all'asta, Milano",,"da € 96.750,00",307/11/202360m²4
"Quadrilocale da ristrutturare, terzo piano, Gambara, Milano",,€ 450.000,4117m²13
"Appartamento all'asta viale Certosa, Milano",,"da € 122.880,00",490m²1
"Appartamento all'asta, Milano",,"da € 46.500,00",203/11/202333m²1
"Appartamento all'asta, Milano",,"da € 86.250,00",318/10/202351m²T
"Villa unifamiliare, ottimo stato, 371 m², Duomo, Milano",,Prezzo su richiesta,5+371m²3+
"Appartamento all'asta, Milano",,"da € 90.000,00",316/11/202357m²2
"Appartamento all'asta, Milano",,"da € 75.000,00",404/10/202389m²T
"Appartamento all'asta, Milano",,"da € 324.750,00",526/09/2023118m²
"Appartamento all'asta, Milano",,"da € 152.000,00",308/11/202376m²T
"Trilocale ottimo stato, terzo piano, Gambara, Milano",,€ 359.000,360m²23
"Appartamento all'asta, Milano",,"da € 112.500,00",308/11/202378m²2
"Appartamento all'asta viale ungheria, 11, Milano",,"da € 112.500,00",377m²
"Appartamento all'asta, Milano",,"da € 99.750,00",116/11/202327m²1
"Appartamento all'asta, Milano",,"da € 49.550,00",224/10/202337m²4
"Appartamento all'asta, Milano",,"da € 75.000,00",328/09/202358m²1
"Attico via Monte San Genesio 7, Dergano, Milano",,€ 510.000,3136m²23
"Appartamento all'asta, Milano",,"da € 395.000,00",5+28/09/2023138m²T
"Appartamento all'asta, Milano",,"da € 197.250,00",5+26/09/2023147m²3
"Appartamento all'asta, Milano",,"da € 86.250,00",319/10/202377m²1
"Appartamento all'asta, Milano",,"da € 102.000,00",227/09/202352m²4
"Appartamento all'asta, Milano",,"da € 69.750,00",301/12/202359m²1
"Appartamento all'asta, Milano",,"da € 79.500,00",426/10/202381m²2
"Appartamento all'asta, Milano",,"da € 129.000,00",503/10/2023114m²2
"Appartamento all'asta, Milano",,"da € 44.250,00",229/09/202348m²4
"Appartamento all'asta, Milano",,"da € 137.250,00",325/10/202363m²1
"Trilocale nuovo, Washington, Milano",,€ 655.000,395m²2
"Appartamento all'asta, Milano",,"da € 42.000,00",212/10/202355m²T
"Appartamento all'asta, Milano",,"da € 68.250,00",305/10/202352m²3
"Appartamento all'asta, Milano",,"da € 144.600,00",403/10/2023100m²1
"Appartamento all'asta, Milano",,"da € 106.275,00",228/09/202339m²4
"Bilocale ottimo stato, Porta Venezia, Milano",,€ 398.000,2168m²1S
"Appartamento all'asta, Milano",,"da € 204.000,00",224/10/2023118m²
"Appartamento all'asta, Milano",,"da € 108.750,00",226/10/202368m²
"Monolocale via Garofalo, Città Studi, Milano",,€ 350.000,163m²1T
"Palazzo - Edificio via Battista De Rolandi, 12, Certosa, Milano",,€ 101.475,456m²
"Palazzo - Edificio via Mar Jonio, 9, San Siro, Milano",,€ 85.500,566m²
"Trilocale ottimo stato, piano terra, Bicocca, Milano",,€ 219.000,380m²1T
"Quadrilocale via Del Cardellino, 55, Inganni, Milano",,€ 152.000,480m²
"Quadrilocale via Giacinto Gigante, 5, San Siro, Milano",,€ 90.000,463m²
"Quadrilocale via Ripamonti, 227, Vigentino - Fatima, Milano",,€ 96.750,463m²
"Trilocale via  Costanzo Cantoni, 7, Ghisolfa - Mac Mahon, Milano",,€ 42.000,351m²
"Bilocale via Giorgio Pallavicino, Pagano, Milano",,Prezzo su richiesta,2110m²5
"Trilocale via dei Transiti 9, Pasteur, Milano",,€ 270.000,380m²11
"Trilocale via Sassoferrato 1, Porta Romana - Medaglie d'Oro, Milano",,€ 1.000.000,3100m²26
"Attico via degli Imbriani 51, Bovisa, Milano",,€ 500.000,3106m²16
"Trilocale via Cadore 31, Cadore, Milano",,€ 570.000,370m²15
"Bilocale via Luigi Barzini, Maggiolina, Milano",,€ 345.000,260m²1T
"Bilocale viale Romagna 11/12, Città Studi, Milano",,€ 435.000,282m²1T
"Villa unifamiliare via Giuseppe Luosi, Città Studi, Milano",,€ 1.890.000,5260m²3+
"Villa unifamiliare via Fratelli Bazzaro 20, Precotto, Milano",,€ 610.000,3141m²2
"Trilocale via Bullona 12, Sempione, Milano",,€ 580.000,390m²1T
"Trilocale via Gian Giacomo Mora 5, Carrobbio, Milano",,€ 457.000,353m²1R
"Bilocale via Grossich 31, Città Studi, Milano",,€ 240.000,258m²15
"Trilocale via delle ande, Gallaratese, Milano",,€ 299.000,390m²14
"Appartamento in villa via Bernardino Verro 43, Ripamonti, Milano",,€ 517.000,398m²1
"Appartamento in villa via Bernardino Verro 43, Ripamonti, Milano",,€ 653.000,3125m²1
"Appartamento in villa via Bernardino Verro 43, Ripamonti, Milano",,€ 353.000,267m²1
"Bilocale via Antonio Aldini 57, Quarto Oggiaro, Milano",,€ 175.000,255m²11
"Bilocale via Semplicità 1, Dergano, Milano",,€ 269.000,260m²1T
"Trilocale via Alessandro Litta Modignani 109, Affori, Milano",,€ 199.000,386m²14
"Bilocale via romolo bitti 10, Ca' Granda, Milano",,€ 225.000,255m²13
"Trilocale via Antonio Meucci 61, Ponte Nuovo, Milano",,€ 315.000,367m²21
"Bilocale via Spartaco 24, Cadore, Milano",,€ 575.000,278m²12
"Trilocale via Francesco Redi 8, Morgagni, Milano",,€ 450.000,393m²13
"Trilocale via Sem Benelli 8, Gallaratese, Milano",,€ 245.000,386m²13
"Bilocale piazza Eleonora Duse, Palestro, Milano",,€ 990.000,270m²1R
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 521.000,3107m²27
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 353.000,384m²13
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 536.000,3107m²28
"Quadrilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 736.000,4159m²25
"Quadrilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 526.000,4126m²22
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 435.000,3105m²22
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 435.000,3105m²22
"Quadrilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 550.000,4128m²24
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 695.000,3138m²28
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 409.000,3102m²21
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 435.000,3102m²23
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 426.000,3105m²21
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 354.000,387m²11
"Quadrilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 519.000,4128m²22
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 445.000,3102m²24
"Trilocale via Empedocle 10, Villa San Giovanni, Milano",,€ 526.000,3105m²28
"Monolocale via Soffredini 47, Precotto, Milano",,€ 258.000,146m²11
"Bilocale piazzale Siena, Piazzale Siena, Milano",,€ 218.000,253m²12
"Monolocale via Corrado II il Salico 6, Ripamonti, Milano",,€ 170.000,145m²11
"Bilocale via quinto romano 66, Baggio, Milano",,€ 140.000,250m²12
"Bilocale via Roald Engelbert Amundsen 1, San Siro, Milano",,€ 218.000,253m²12
"Trilocale via Gabbro 19, Affori, Milano",,€ 189.000,397m²14
"Trilocale via Benefattori dell'Ospedale, Istria, Milano",,€ 530.000,3110m²22
"Monolocale Ripa di Porta Ticinese 101, Navigli - Darsena, Milano",,€ 255.000,140m²14
"Trilocale piazza Angilberto II 10, Corvetto, Milano",,€ 480.000,395m²21
"Quadrilocale via Friuli, Cadore, Milano",,€ 1.050.000,4200m²21
"Trilocale via Ruggero Boscovich 44, Buenos Aires, Milano",,€ 650.000,3116m²21
"Bilocale via delle Primule 12, Lorenteggio, Milano",,€ 250.000,255m²1S
"Appartamento in villa via Padova 236, Crescenzago, Milano",,€ 407.201,391m²2
"Trilocale via Evangelista Torricelli 3, Ascanio Sforza, Milano",,€ 460.000,365m²1T
"Bilocale via delle Primule 9, Lorenteggio, Milano",,€ 210.000,240m²1S
"Trilocale via Agostino De Pretis 42, Cantalupa - San Paolo, Milano",,€ 350.000,398m²26
"Trilocale via Giacomo Balla 8, Trenno, Milano",,€ 369.000,3107m²27
"Attico via Privata Orio Vergani, 20125, Maggiolina, Milano",,€ 921.000,2157m²23
"Trilocale via Privata Orio Vergani, 20125, Maggiolina, Milano",,€ 845.000,3168m²21
"Bilocale via Guglielmo Pecori Giraldi 1/5, Bologna - Sulmona, Milano",,€ 355.000,252m²1T
"Trilocale via Francesco Redi 8, Morgagni, Milano",,€ 450.000,393m²13
"Trilocale via Privata Orio Vergani, 20125, Maggiolina, Milano",,€ 879.000,3167m²21
"Trilocale via Marcantonio dal Re 16, Certosa, Milano",,€ 245.000,360m²1T
"Trilocale via Giambattista Vico 5, San Vittore, Milano",,€ 1.390.000,3130m²31
"Bilocale via Bartolomeo Panizza 8, Vercelli - Wagner, Milano",,€ 415.000,250m²2R
"Quadrilocale piazzale Nizza, Dergano, Milano",,€ 255.000,486m²13
